# x y ex ey
30 0 0 0
30.5 0 0 0
31 0 0 0
31.5 0 0 0
32 0 0 0
32.5 4.99471 0 2.2337
33 17.0729 0 4.14079
33.5 150.793 0 12.3122
34 484.23 0 22.0561
34.5 836.685 0 29.0068
35 1150.98 0 34.0294
35.5 1773.76 0 42.2443
36 3107.41 0 55.901
36.5 6402.95 0 80.326
37 14865.1 0 122.643
37.5 24815.7 0 158.925
38 32339 0 181.694
38.5 40885.7 0 204.779
39 50912.1 0 228.932
39.5 66889.5 0 263.522
40 88722.6 0 305.269
