# x y ex ey
30 0 0 0
30.5 0 0 0
31 0 0 0
31.5 0 0 0
32 0 0 0
32.5 21.9343 0 4.6764
33 305.725 0 17.5345
33.5 1047.22 0 32.4419
34 1633.63 0 40.5378
34.5 2681.38 0 51.9408
35 4714.92 0 68.9357
35.5 11128.6 0 106.044
36 15478.1 0 125.223
36.5 18694.6 0 137.695
37 22395.2 0 150.831
37.5 27699.6 0 167.948
38 37569.1 0 196.138
