# x y ex ey
1 1061.94 0 32.6943
3 1037.29 0 32.2114
5 1067.68 0 32.7473
7 1057.2 0 32.5793
9 1078.85 0 32.9047
11 1034.09 0 32.2211
13 1084.54 0 33.0474
15 1069.83 0 32.7516
17 1007.77 0 31.8049
19 995.039 0 31.6244
21 420.31 0 20.558
23 159.808 0 12.6736
25 75.3394 0 8.69944
27 44.0941 0 6.64744
29 48.2811 0 6.96878
31 55.254 0 7.45045
33 63.2977 0 7.97476
35 49.2464 0 7.0352
37 59.2848 0 7.71822
39 64.2034 0 8.02542
41 61.3134 0 7.85038
43 58.2799 0 7.65253
45 37.2242 0 6.11961
47 40.1803 0 6.35306
49 31.1428 0 5.59341
51 16.0604 0 4.01509
53 16.0455 0 4.01138
55 11.0528 0 3.33255
57 3.98232 0 1.99116
