# x y ex ey
30 0 0 0
30.5 0 0 0
31 0 0 0
31.5 0 0 0
32 359.745 0 19.0131
32.5 1791.99 0 42.4741
33 10039.5 0 100.385
33.5 37728.8 0 196.512
34 48449.2 0 223.411
34.5 58064.2 0 244.873
35 67596.8 0 264.957
35.5 78172.2 0 285.761
36 89219.9 0 306.018
36.5 101358 0 327.168
37 114250 0 348.237
37.5 129244 0 372.537
38 150122 0 402.593
