# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 1.00366 0 1.00366
50 0 0 0
50.5 26.1251 0 5.12355
51 453.991 0 21.354
51.5 5603.19 0 75.1311
52 13664.2 0 117.507
52.5 17927.5 0 134.801
53 21058.9 0 146.168
53.5 24455.7 0 158.366
54 27940.6 0 168.669
54.5 31663.1 0 179.765
55 34956.3 0 188.948
55.5 39405 0 200.912
56 42651.1 0 209.18
56.5 47589.9 0 221.169
57 50866.2 0 228.756
57.5 55954.7 0 240.322
58 59927.3 0 249.011
58.5 65201.5 0 260.083
59 71094.2 0 271.983
59.5 78925.8 0 287.187
60 83850 0 296.208
