# x y ex ey
48 0 0 0
48.5 0 0 0
49 41.2187 0 6.43729
49.5 4780.19 0 69.3802
50 7242.06 0 85.4673
50.5 9814.56 0 99.498
51 12506.1 0 112.385
51.5 15675 0 126.153
52 18322 0 136.254
52.5 21646.5 0 148.215
53 24602 0 158.158
53.5 27967.3 0 168.759
54 31040.4 0 177.906
54.5 34724.6 0 188.445
55 38083.6 0 197.38
55.5 42464.8 0 208.552
56 45599.9 0 216.491
56.5 49981.4 0 226.861
57 54207 0 236.45
57.5 58596.3 0 246.277
58 64192.9 0 257.894
