# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 1.0049 0 1.0049
50.5 10.0522 0 3.17877
51 489.051 0 22.1156
51.5 2415.7 0 49.2796
52 3731.16 0 61.3151
52.5 4214.36 0 65.122
53 4975.55 0 70.7981
53.5 5558.77 0 74.9476
54 6125.11 0 78.6111
54.5 6722.63 0 82.3515
55 7514.94 0 87.0775
55.5 7923.72 0 89.3867
56 8452.54 0 92.5671
56.5 9027.18 0 95.4097
57 9836.88 0 99.6526
57.5 10790.1 0 104.62
58 11337.3 0 107.017
58.5 11982.4 0 109.93
59 12750 0 113.582
59.5 13586.4 0 117.272
60 14756 0 122.163
