# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 1.00387 0 1.00387
50.5 532.739 0 23.1407
51 3021.73 0 55.1322
51.5 19978.6 0 141.707
52 172886 0 434.165
52.5 409024 0 701.464
53 495372 0 788.3
53.5 570254 0 858.338
54 645152 0 925.459
54.5 725094 0 995.838
55 806168 0 1065.98
55.5 895528 0 1138.16
56 983047 0 1214.1
56.5 1.06873e+06 0 1283.09
57 1.16594e+06 0 1361.17
57.5 1.26455e+06 0 1432.93
58 1.37101e+06 0 1520.12
58.5 1.4804e+06 0 1607.99
59 1.59899e+06 0 1699.65
59.5 1.7094e+06 0 1785.29
60 1.84409e+06 0 1884.08
