# x y ex ey
48 0 0 0
48.5 0 0 0
49 0 0 0
49.5 0 0 0
50 0 0 0
50.5 54.2549 0 7.38316
51 1718.98 0 41.533
51.5 6601.13 0 81.5763
52 44310 0 213.394
52.5 275475 0 561.294
53 521508 0 812.635
53.5 626388 0 908.708
54 712054 0 984.277
54.5 804524 0 1064.69
55 890012 0 1136.65
55.5 987583 0 1217.13
56 1.0887e+06 0 1299.17
56.5 1.19038e+06 0 1380.74
57 1.28386e+06 0 1455.22
57.5 1.39254e+06 0 1539.97
58 1.5168e+06 0 1636.46
58.5 1.62453e+06 0 1717.91
59 1.74928e+06 0 1812.23
59.5 1.88394e+06 0 1909.08
60 2.02764e+06 0 2023.89
