# x y ex ey
1 5552.92 0 74.8347
3 5602.61 0 75.1504
5 5420.23 0 73.9175
7 5419.09 0 73.9364
9 5642.04 0 75.4151
11 5589.33 0 75.0533
13 5471.9 0 74.2776
15 5404.64 0 73.7805
17 5515.12 0 74.5558
19 5507.09 0 74.4746
21 5637.84 0 75.5075
23 5398.13 0 73.7397
25 4749.24 0 69.1938
27 970 0 31.2254
29 400.435 0 20.1481
31 410.464 0 20.321
33 427.086 0 20.7167
35 438.922 0 20.9965
37 421.887 0 20.586
39 453.665 0 21.3386
41 403.379 0 20.1438
43 393.458 0 19.8221
45 438.922 0 20.9965
47 373.317 0 19.3556
49 398.573 0 20.0544
51 383.709 0 19.6322
53 411.501 0 20.3226
55 346.745 0 18.6952
57 319.642 0 17.9247
