# x y ex ey
1 36538.9 0 193.352
3 36217.2 0 192.533
5 36182.9 0 192.411
7 36450 0 193.152
9 36627.9 0 193.671
11 36267.4 0 192.609
13 30360.2 0 175.898
15 4813.07 0 69.5868
17 3108.64 0 55.9322
19 3090.87 0 55.7661
21 2933.78 0 54.348
23 2779.7 0 52.8533
25 2741.54 0 52.5185
27 2385.22 0 48.9849
29 2232.91 0 47.3909
31 1932.49 0 44.0799
33 1283.78 0 35.7712
35 459.216 0 21.4578
37 270.188 0 16.4737
39 266.362 0 16.3625
41 232.279 0 15.2828
43 220.286 0 14.8517
45 233.832 0 15.3189
47 220.415 0 14.8943
49 213.567 0 14.6679
51 162.707 0 12.7834
53 141.643 0 11.9285
55 108.279 0 10.4191
