# x y ex ey
1 138316 0 385.495
3 137475 0 384.186
5 131690 0 375.584
7 37397.9 0 195.773
9 22550 0 151.404
11 11500.5 0 107.585
13 7820.46 0 88.8001
15 4744.34 0 69.1225
17 1930.48 0 44.0569
19 779.545 0 27.984
21 512.42 0 22.6903
23 315.231 0 17.7613
25 127.447 0 11.3091
27 73.3227 0 8.58177
29 35.1179 0 5.93602
31 15.0072 0 3.87485
33 5.02503 0 2.24726
35 10.0542 0 3.17943
37 6.03191 0 2.46252
39 2.00836 0 1.42012
41 1.00531 0 1.00531
43 0 0 0
45 0 0 0
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
