# x y ex ey
1 31407.4 0 179.1
3 31553.8 0 179.533
5 31609.3 0 179.665
7 31210.7 0 178.364
9 31616.9 0 179.706
11 31645.7 0 179.724
13 30895 0 177.684
15 30534.1 0 176.527
17 10533.2 0 103.217
19 3304.43 0 57.6014
21 2844.24 0 53.4559
23 2745.01 0 52.5463
25 2703.54 0 52.1554
27 2509.08 0 50.2319
29 2385.95 0 49
31 2309.3 0 48.1313
33 2084.09 0 45.6747
35 1851.16 0 43.0618
37 1404.13 0 37.6212
39 842.115 0 29.0904
41 357.945 0 18.9978
43 301.485 0 17.4062
45 262.422 0 16.2435
47 259.165 0 16.1349
49 247.428 0 15.8076
51 236.131 0 15.4035
53 191.107 0 13.8643
55 179.027 0 13.3811
57 134.61 0 11.6286
