# x y ex ey
1 36105.7 0 191.405
3 36060.1 0 192.048
5 36236.9 0 192.646
7 36326 0 192.788
9 36059.5 0 192.116
11 36408.3 0 192.95
13 36158.6 0 192.246
15 31701 0 179.902
17 7281.45 0 85.9083
19 2994.16 0 54.8487
21 2976.61 0 54.8597
23 2898.91 0 54.0179
25 2794.94 0 53.0472
27 2835.83 0 53.4206
29 2695.41 0 52.0955
31 2416.93 0 49.325
33 2367.82 0 48.8132
35 2054.06 0 45.4443
37 1606.61 0 40.203
39 828.96 0 28.8607
41 331.638 0 18.2561
43 262.326 0 16.1757
45 255.435 0 16.0274
47 233.904 0 15.3236
49 234.049 0 15.333
51 229.818 0 15.1868
53 182.984 0 13.5637
55 186.794 0 13.6964
57 198.888 0 14.1343
