# x y ex ey
1 43219.5 0 210.739
3 42513.4 0 208.856
5 43086.9 0 210.398
7 43094.8 0 210.537
9 43101.9 0 210.446
11 42970 0 210.128
13 42800.1 0 209.595
15 42910.4 0 209.559
17 38642.3 0 199.044
19 19514.8 0 140.712
21 4323.78 0 66.1683
23 3980.31 0 63.3233
25 3899.98 0 62.6508
27 3778.52 0 61.6783
29 3600.95 0 60.2337
31 3536.57 0 59.6427
33 3283.83 0 57.6465
35 3024.97 0 55.1363
37 2682.46 0 51.9327
39 2346.5 0 48.5702
41 1863.72 0 43.2721
43 1125.43 0 33.6286
45 470.731 0 21.7363
47 403.462 0 20.1479
49 396.851 0 19.9678
51 386.922 0 19.7194
53 362.052 0 19.029
55 325.105 0 18.0614
