# x y ex ey
1 86177.4 0 300.505
3 86479.6 0 301.162
5 86058.3 0 300.289
7 86128.8 0 300.401
9 86584.6 0 301.445
11 86188.6 0 300.634
13 86628.9 0 301.076
15 86116.3 0 300.363
17 86228.1 0 300.644
19 84313.1 0 296.025
21 59071.1 0 249.208
23 19651.4 0 140.954
25 6471.31 0 80.7842
27 5905.88 0 77.1237
29 5065.37 0 71.4212
31 4934.14 0 70.4949
33 5015.95 0 71.0857
35 4820.78 0 69.5747
37 4725.09 0 68.996
39 4571.2 0 67.85
41 4681.75 0 68.5829
43 4617.76 0 68.0556
45 4700.61 0 68.7706
47 4365.06 0 66.2514
49 4285.89 0 65.6499
51 3140.08 0 56.1714
53 1521.57 0 39.1177
55 663.913 0 25.8232
57 409.036 0 20.2752
