# x y ex ey
1 467111 0 760.51
3 465181 0 759.031
5 465278 0 757.801
7 463367 0 757.427
9 462776 0 756.659
11 463786 0 757.405
13 340782 0 633.188
15 73818.7 0 277.043
17 35743 0 191.691
19 31965.7 0 181.346
21 28279 0 169.78
23 25587.1 0 161.34
25 24072.2 0 156.481
27 23223.9 0 153.659
29 21059.4 0 146.2
31 10516.6 0 103.04
33 2870.68 0 53.7539
35 2335.43 0 48.4554
37 2224.9 0 47.3277
39 1957.85 0 44.3594
41 1793.61 0 42.465
43 1745.56 0 41.8467
45 1630.1 0 40.4628
47 1303.13 0 36.1842
49 338.5 0 18.4393
51 234.097 0 15.3362
53 195.773 0 14.0196
55 173.232 0 13.2088
