# x y ex ey
1 256489 0 536.889
3 255457 0 537.69
5 254989 0 537.474
7 255162 0 537.51
9 255891 0 538.586
11 255351 0 537.152
13 94795.9 0 315.857
15 19120.5 0 139.155
17 15286.9 0 124.416
19 14157.9 0 119.417
21 12775.1 0 113.472
23 12386.2 0 112.31
25 11792.9 0 109.17
27 11320.9 0 106.934
29 4143.03 0 64.5774
31 1272.97 0 35.7627
33 1065.56 0 32.713
35 998.843 0 31.7453
37 942.057 0 30.6776
39 921.919 0 30.4444
41 791.903 0 28.2283
43 451.319 0 21.3228
45 101.616 0 10.0615
47 94.3777 0 9.73432
49 73.3831 0 8.58884
51 69.3049 0 8.34333
53 73.2624 0 8.57472
55 46.2598 0 6.82064
57 15.0752 0 3.89239
