# x y ex ey
1 25466.1 0 161.02
3 25682.5 0 161.653
5 25670.7 0 161.624
7 25842.3 0 162.203
9 25936.2 0 162.61
11 25635.5 0 161.536
13 25599.7 0 161.456
15 25746.6 0 161.874
17 25135.2 0 160.754
19 14297.4 0 119.733
21 2395.53 0 49.0934
23 1492.67 0 38.6566
25 1512.36 0 38.997
27 1461.29 0 38.3226
29 1413.85 0 37.6659
31 1396.49 0 37.4569
33 1400.09 0 37.5263
35 1414.76 0 37.7304
37 1312.06 0 36.3341
39 1328.15 0 36.4459
41 1319.84 0 36.4381
43 1102.85 0 33.2826
45 430.234 0 20.7962
47 135.685 0 11.6779
49 127.146 0 11.2824
51 107.941 0 10.4351
53 123.572 0 11.1421
55 111.447 0 10.5781
57 98.3636 0 9.93623
