# x y ex ey
1 29960.1 0 174.808
3 29843.1 0 174.417
5 29758.2 0 174.093
7 27810 0 168.019
9 14706.4 0 121.594
11 3060.96 0 55.498
13 1571.14 0 39.7789
15 744.602 0 27.3536
17 644.701 0 25.4245
19 538.376 0 23.276
21 499.921 0 22.4245
23 145.871 0 12.114
25 51.2407 0 7.17513
27 41.4749 0 6.4773
29 26.058 0 5.1104
31 15.0705 0 3.89119
33 14.0514 0 3.75538
35 9.03578 0 3.01193
37 12.0514 0 3.47895
39 3.99985 0 1.99993
41 4.01383 0 2.00691
43 1.99911 0 1.41358
45 0 0 0
47 1.0049 0 1.0049
49 1.00407 0 1.00407
51 0 0 0
53 1.0076 0 1.0076
