# x y ex ey
1 28560.1 0 170.642
3 28418.5 0 169.872
5 28292.9 0 169.857
7 17312.3 0 132.468
9 2015.67 0 45.0381
11 1192.82 0 34.6071
13 633.418 0 25.236
15 463.224 0 21.5745
17 387.775 0 19.7117
19 177.773 0 13.3623
21 50.205 0 7.10005
23 15.3742 0 3.9696
25 19.0972 0 4.3812
27 14.0817 0 3.76351
29 11.0222 0 3.32332
31 4.00231 0 2.00116
33 2.01001 0 1.42129
35 0 0 0
37 1.00521 0 1.00521
39 1.0049 0 1.0049
41 0 0 0
43 0 0 0
45 0 0 0
47 1.00438 0 1.00438
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
