# x y ex ey
1 19917.6 0 142.2
3 19991.3 0 142.414
5 19609.3 0 140.954
7 19840.6 0 141.842
9 19895.2 0 142.185
11 19840.7 0 141.915
13 19895.4 0 141.423
15 19962.4 0 142.244
17 19905.2 0 142.111
19 19626.8 0 141.666
21 19747.6 0 141.937
23 19897 0 142.06
25 19554.8 0 140.871
27 12835.5 0 113.906
29 3660.39 0 60.6704
31 1434.16 0 37.9786
33 1376.8 0 37.2108
35 1367.76 0 37.075
37 1270.52 0 35.7503
39 1353.65 0 36.8964
41 1360.16 0 36.9642
43 1332.43 0 36.5908
45 1310.51 0 36.3052
47 1393.78 0 37.2903
49 1260.06 0 35.5973
51 1296.79 0 36.022
53 1207.76 0 34.8216
