# x y ex ey
1 29333.8 0 172.981
3 28770.4 0 171.243
5 28899.4 0 171.659
7 29060.1 0 172.098
9 28360.8 0 169.889
11 5096.64 0 71.9982
13 2086.92 0 45.8137
15 1428.25 0 37.8885
17 829.501 0 28.8271
19 756.743 0 27.5772
21 581.098 0 24.1288
23 535.866 0 23.2109
25 495.881 0 22.3107
27 155.82 0 12.5158
29 57.228 0 7.58003
31 40.1968 0 6.35568
33 24.0981 0 4.919
35 14.1108 0 3.77128
37 24.1278 0 4.92508
39 14.1811 0 3.79005
41 12.0614 0 3.48182
43 4.01961 0 2.00981
45 5.02814 0 2.24865
47 2.00939 0 1.42085
49 0.998429 0 0.998429
51 0 0 0
53 1.00387 0 1.00387
55 0 0 0
57 0 0 0
