# x y ex ey
1 37719.5 0 196.336
3 37622.5 0 196.179
5 37727.5 0 196.468
7 37747 0 196.732
9 37523.3 0 195.966
11 37733.2 0 196.463
13 37811.2 0 196.781
15 38039.7 0 197.386
17 37427.5 0 195.581
19 37841.8 0 196.893
21 37822.8 0 196.751
23 37452.2 0 195.787
25 29735.5 0 174.053
27 28927.7 0 172.152
29 10062.1 0 100.798
31 3638.77 0 60.8323
33 2881.28 0 53.7924
35 2469.5 0 49.7696
37 2436.31 0 49.5865
39 2382.74 0 48.9443
41 2391.61 0 49.0027
43 2314.85 0 48.2784
45 2295.64 0 48.0453
47 2379.23 0 48.9031
49 2244.76 0 47.5142
51 2256.84 0 47.642
53 2224.86 0 47.3052
55 2172.16 0 46.7266
57 2119 0 46.1744
