# x y ex ey
1 25574.1 0 161.432
3 25647.4 0 161.583
5 25640.7 0 161.47
7 25554.2 0 161.293
9 25702.7 0 161.643
11 25277 0 160.347
13 25340.1 0 160.658
15 25951.5 0 162.575
17 25326.8 0 160.482
19 25695.7 0 161.637
21 25530.7 0 161.135
23 25624.2 0 161.459
25 24976.2 0 159.19
27 8504.07 0 92.3266
29 2420.23 0 49.3308
31 1915.78 0 43.8932
33 1597.99 0 40.025
35 1578.29 0 39.8324
37 1540.27 0 39.3777
39 1497.73 0 38.7879
41 1533.49 0 39.2687
43 1536.67 0 39.3114
45 1517.23 0 39.0578
47 1489.67 0 38.7091
49 1484.64 0 38.6436
51 1483.62 0 38.565
53 1441.51 0 38.0797
55 1450.42 0 38.1953
57 1412.16 0 37.6742
