# x y ex ey
1 25660.6 0 161.608
3 25376.5 0 160.617
5 25587.4 0 161.375
7 25570.3 0 160.301
9 25826.4 0 162.119
11 25542.2 0 161.247
13 25571 0 161.38
15 25488.5 0 161.117
17 25838.7 0 161.967
19 25403.8 0 160.829
21 25311.5 0 160.599
23 24811.6 0 158.912
25 14458.8 0 120.962
27 3029.05 0 55.2474
29 2230.01 0 47.3187
31 1939.92 0 44.1919
33 1652.84 0 40.7024
35 1680.95 0 41.1212
37 1703.88 0 41.3861
39 1721.44 0 41.7387
41 1699.51 0 41.3286
43 1689.37 0 41.3521
45 1726.73 0 41.6714
47 1616.77 0 40.1814
49 1636.47 0 40.5585
51 1643.03 0 40.6585
53 1650.57 0 40.7456
55 1471.6 0 38.4477
57 1010.26 0 31.8836
