# x y ex ey
1 16300.6 0 128.546
3 16054.1 0 127.53
5 16035.2 0 127.428
7 15955.2 0 127.029
9 7484.54 0 86.7311
11 4714.13 0 68.8874
13 1071.69 0 32.8239
15 823.437 0 28.7732
17 442.502 0 20.9531
19 342.871 0 18.5675
21 323.83 0 18.0464
23 245.478 0 15.7151
25 81.3417 0 9.03796
27 41.1848 0 6.43199
29 19.9708 0 4.46561
31 16.1117 0 4.02793
33 11.0768 0 3.33977
35 15.0643 0 3.88959
37 10.0181 0 3.16801
39 2.0096 0 1.421
41 2.0096 0 1.421
43 1.00088 0 1.00088
45 1.00864 0 1.00864
47 1.0049 0 1.0049
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
