# x y ex ey
1 28385.7 0 169.314
3 28203 0 169.636
5 28546.3 0 170.548
7 28199.5 0 169.59
9 28158.5 0 169.335
11 22434.2 0 150.964
13 13457.6 0 116.705
15 3142.01 0 56.2061
17 1850.92 0 43.1498
19 1236.03 0 35.2433
21 907.931 0 30.214
23 699.008 0 26.4958
25 612.547 0 24.8013
27 642.272 0 25.4079
29 509.562 0 22.6304
31 402.065 0 20.0532
33 207.972 0 14.455
35 78.2565 0 8.8608
37 51.9674 0 7.20659
39 44.4637 0 6.70315
41 18.1444 0 4.27667
43 22.0967 0 4.71103
45 19.0404 0 4.36817
47 15.0814 0 3.894
49 13.0598 0 3.62213
51 9.03671 0 3.01224
