# x y ex ey
1 1068.91 0 32.7694
3 1060.65 0 32.6391
5 1050.92 0 32.4941
7 1057.39 0 32.6007
9 1120.25 0 33.5339
11 1053.01 0 32.5431
13 1026.21 0 32.1162
15 1041.83 0 32.3682
17 1042.72 0 32.4271
19 1033.2 0 32.2404
21 467.96 0 21.6778
23 100.145 0 10.0145
25 77.4202 0 8.82285
27 64.3488 0 8.0436
29 59.1327 0 7.69842
31 49.5114 0 7.07305
33 37.2012 0 6.11583
35 54.2605 0 7.38392
37 54.2661 0 7.38468
39 51.2935 0 7.18252
41 44.2667 0 6.67346
43 56.2413 0 7.51556
45 55.1745 0 7.43973
47 44.1666 0 6.65837
49 32.1144 0 5.67707
51 17.0975 0 4.14676
53 5.0178 0 2.24403
55 10.0418 0 3.1755
