# x y ex ey
1 4841.31 0 69.7911
3 4756.81 0 68.8742
5 4796.38 0 69.4836
7 4789.21 0 69.4672
9 4923.05 0 70.4372
11 4841.8 0 69.8054
13 4822.96 0 69.7517
15 4522.75 0 67.4887
17 2165.67 0 46.6735
19 286.408 0 16.9654
21 249.478 0 15.8418
23 263.267 0 16.2337
25 230.078 0 15.204
27 279.258 0 16.7488
29 244.949 0 15.6812
31 190.003 0 13.8207
33 220.143 0 14.8759
35 203.995 0 14.3176
37 178.374 0 13.3697
39 72.2514 0 8.51491
41 27.2111 0 5.23678
43 18.0735 0 4.25996
45 33.1589 0 5.77222
47 23.1225 0 4.82137
49 11.0506 0 3.33187
51 25.1332 0 5.02664
53 13.9667 0 3.73275
55 17.0817 0 4.14292
57 12.0502 0 3.47859
