# x y ex ey
1 437.272 0 20.9656
3 423.94 0 20.6371
5 441.43 0 21.0683
7 443.168 0 21.1032
9 428.488 0 20.7603
11 430.589 0 20.8133
13 471.701 0 21.7811
15 438.967 0 20.9986
17 434.59 0 20.8851
19 431.773 0 20.8462
21 431.889 0 20.8276
23 439.328 0 21.0159
25 380.577 0 19.5489
27 105.228 0 10.2692
29 39.1597 0 6.27056
31 24.0857 0 4.91647
33 28.1318 0 5.31642
35 29.1365 0 5.41052
37 29.1216 0 5.40774
39 33.1452 0 5.76984
41 27.1243 0 5.22008
43 17.0641 0 4.13866
45 24.0981 0 4.919
47 29.9166 0 5.462
49 18.094 0 4.26479
51 25.1202 0 5.02405
53 26.109 0 5.12039
55 35.1396 0 5.93968
57 20.1231 0 4.49965
