# x y ex ey
1 190230 0 457.683
3 185819 0 451.913
5 184404 0 449.766
7 184613 0 450.228
9 185914 0 451.946
11 184419 0 449.901
13 183841 0 448.998
15 184786 0 450.341
17 184888 0 450.66
19 185254 0 453.272
21 183218 0 448.173
23 105308 0 333.777
25 14223.5 0 119.954
27 9493.13 0 97.7168
29 9343.61 0 97.0402
31 9058.28 0 95.5942
33 8775.42 0 94.1365
35 8740.93 0 93.9505
37 8754.01 0 94.0259
39 8272.85 0 91.4085
41 8139.95 0 90.5053
43 7896.44 0 89.278
45 7729.83 0 88.3366
47 6019.4 0 77.9117
49 2195.43 0 46.9886
51 990.637 0 31.5804
53 586.391 0 24.2858
55 601.359 0 24.5914
57 561.608 0 23.7535
