# x y ex ey
1 588553 0 871.562
3 581948 0 868.841
5 580556 0 867.522
7 575636 0 862.216
9 577287 0 864.439
11 576083 0 863.158
13 576839 0 863.629
15 577650 0 864.772
17 574711 0 862.033
19 566871 0 857.301
21 252253 0 534.066
23 70422.8 0 270.805
25 54149.3 0 236.37
27 48899.6 0 224.287
29 43217.3 0 211.519
31 40656.9 0 204.121
33 37842.6 0 196.804
35 35049.6 0 189.311
37 31972.4 0 180.627
39 30523.9 0 176.515
41 29366.5 0 172.705
43 28780.4 0 171.397
45 26886 0 165.532
47 22575.1 0 151.419
49 17854.4 0 134.502
51 14582.6 0 121.513
53 10626.6 0 103.607
55 8722.79 0 93.8043
57 6925.07 0 83.5134
59 5827.05 0 76.6451
61 4068.9 0 64.0156
63 3493.17 0 59.2659
