# x y ex ey
1 1013.45 0 31.9208
3 979.452 0 31.3676
5 914.69 0 30.3217
7 989.272 0 31.6173
9 980.659 0 31.3901
11 959.844 0 31.0598
13 1019.55 0 32.0019
15 977.442 0 31.3353
17 939.25 0 30.7168
19 922.64 0 30.4516
21 490.259 0 22.193
23 206.754 0 14.4053
25 47.2217 0 6.888
27 46.1767 0 6.88361
29 45.2402 0 6.74401
31 51.2091 0 7.17071
33 48.2066 0 6.95803
35 49.2413 0 7.03448
37 53.2283 0 7.31147
39 54.0714 0 7.35818
41 44.9625 0 6.70261
43 54.2829 0 7.38696
45 43.8959 0 6.61756
47 39.1677 0 6.27185
49 24.0857 0 4.91647
51 7.03288 0 2.65818
53 4.01754 0 2.00877
55 4.99829 0 2.2353
57 1.00376 0 1.00376
