# x y ex ey
1 24662.7 0 158.42
3 24601.9 0 158.222
5 24873.3 0 159.046
7 24551.1 0 158
9 24736.9 0 158.677
11 24374.9 0 157.474
13 24916 0 159.192
15 24697.8 0 158.16
17 23987.2 0 156.209
19 22265.7 0 150.297
21 4672.19 0 68.5901
23 2645.11 0 51.5879
25 2598.76 0 51.1334
27 2604.47 0 51.1765
29 2617.58 0 51.3448
31 2622.31 0 51.3094
33 2547 0 50.8385
35 2372.64 0 48.8504
37 2273.89 0 47.8317
39 2211.42 0 47.2228
41 2019.6 0 45.0472
43 1943.77 0 44.1994
45 1463.31 0 38.3096
47 648.176 0 25.5021
49 342.624 0 18.5541
51 379.807 0 19.5352
53 332.391 0 18.2975
55 337.53 0 18.4138
57 296.581 0 17.2676
