# x y ex ey
1 348372 0 639.004
3 348485 0 638.732
5 341462 0 633.748
7 81689.3 0 292.26
9 47998.7 0 222.174
11 24432.1 0 157.636
13 16700.5 0 130.033
15 5578.92 0 75.329
17 3260.18 0 57.4263
19 2229.43 0 47.349
21 1335.58 0 36.636
23 539.611 0 23.2859
25 327.618 0 18.1451
27 322.791 0 18.0165
29 182.777 0 13.5483
31 86.4341 0 9.32043
33 31.1556 0 5.59571
35 25.9967 0 5.09837
37 16.2204 0 4.0551
39 9.01539 0 3.00513
41 4.01837 0 2.00919
43 4.01796 0 2.00898
45 2.01042 0 1.42158
47 0 0 0
49 1.00521 0 1.00521
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
