# x y ex ey
1 1.91504e+06 0 3055.58
3 1.68317e+06 0 2609.9
5 860837 0 1112.09
7 497692 0 789.618
9 418813 0 714.692
11 257998 0 541.164
13 131750 0 375.636
15 61311.4 0 251.657
17 35803.6 0 191.51
19 19695.2 0 141.345
21 11659.2 0 108.77
23 5671.99 0 75.5728
25 6868.5 0 83.256
27 3329.36 0 57.8691
29 2149.72 0 46.4486
31 1082.64 0 32.9896
33 579.305 0 24.1797
35 275.846 0 16.6342
37 168.404 0 13.0315
39 74.2584 0 8.63237
41 68.9856 0 8.30489
43 24.1303 0 4.92558
45 15.0597 0 3.88839
47 11.0619 0 3.3353
49 10.0387 0 3.17452
51 5.02607 0 2.24773
53 0 0 0
55 0 0 0
