# x y ex ey
1 175047 0 437.402
3 174086 0 435.811
5 169271 0 429.156
7 71464.1 0 272.981
9 26077.3 0 163.091
11 17326.4 0 132.584
13 9846.35 0 100.223
15 6193.69 0 78.9213
17 2958.47 0 54.5625
19 1816.57 0 42.734
21 991.57 0 31.5142
23 530.565 0 23.0899
25 289.156 0 17.0387
27 160.979 0 12.7265
29 95.4112 0 9.78898
31 49.348 0 7.04971
33 27.0881 0 5.2131
35 26.1439 0 5.12724
37 8.03428 0 2.84055
39 6.0257 0 2.45998
41 1.00552 0 1.00552
43 2.01001 0 1.42129
45 0 0 0
47 2.01187 0 1.42261
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
