# x y ex ey
1 161983 0 419.412
3 160901 0 417.904
5 143227 0 392.608
7 77793.8 0 284.94
9 31803.9 0 180.161
11 19420.7 0 140.354
13 11623.9 0 108.403
15 8084.09 0 90.2533
17 5783.02 0 76.3307
19 4098.63 0 64.1901
21 2369.65 0 48.8095
23 1559.92 0 39.6734
25 938.583 0 30.8938
27 514.482 0 22.7149
29 326.94 0 18.0798
31 213.237 0 14.6452
33 135.657 0 11.6755
35 76.3204 0 8.75455
37 67.3861 0 8.23252
39 32.0913 0 5.67299
41 17.0764 0 4.14164
43 12.1225 0 3.49946
45 13.0544 0 3.62064
47 5.02607 0 2.24773
49 6.03066 0 2.46201
51 3.01347 0 1.73983
53 1.005 0 1.005
55 0 0 0
57 0 0 0
