# x y ex ey
1 1.88048e+06 0 1913.91
3 1.84866e+06 0 1909.39
5 1.47877e+06 0 1606.4
7 576494 0 863.313
9 325064 0 615.921
11 209253 0 482.102
13 158143 0 413.978
15 98727.6 0 322.228
17 46457.6 0 218.642
19 28301.4 0 169.805
21 17164.5 0 131.91
23 11252.4 0 106.669
25 8620.49 0 93.2886
27 4957.86 0 70.6609
29 3404.36 0 58.5394
31 2088.71 0 45.8311
33 924.257 0 30.505
35 624.793 0 25.0519
37 421.099 0 20.572
39 256.098 0 16.0375
41 163.745 0 12.8255
43 101.793 0 10.1288
45 76.3911 0 8.76266
47 43.2295 0 6.59243
49 22.1126 0 4.71442
51 9.04508 0 3.01503
53 11.2732 0 3.399
55 2.01042 0 1.42158
