# x y ex ey
1 12930.7 0 114.36
3 13353 0 116.236
5 13387 0 116.325
7 13675 0 117.857
9 13424.9 0 116.545
11 13325.5 0 116.134
13 13376.1 0 116.349
15 13038.3 0 114.831
17 13252.7 0 115.772
19 7516.12 0 87.0619
21 1650.43 0 40.9296
23 1227.48 0 35.1284
25 1225.46 0 35.0417
27 1158.37 0 34.1139
29 1151.64 0 34.1236
31 1127.21 0 33.6968
33 1054.73 0 32.4879
35 936.482 0 30.692
37 957.715 0 31.0397
39 796.214 0 28.346
41 736.56 0 27.2055
43 464.754 0 21.6457
45 215.827 0 14.7536
47 127.894 0 11.3487
49 116.012 0 10.8182
51 124.372 0 11.169
53 129.895 0 11.4366
55 93.5082 0 9.69635
57 75.3704 0 8.70302
