# x y ex ey
1 201738 0 470.098
3 200723 0 468.519
5 200618 0 471.079
7 200608 0 471.235
9 200248 0 470.411
11 199483 0 469.477
13 201709 0 472.475
15 199895 0 469.838
17 200498 0 470.804
19 199441 0 468.75
21 200660 0 470.744
23 200381 0 469.183
25 194475 0 462.972
27 189085 0 456.255
29 109423 0 340.568
31 24220.9 0 157.302
33 17348.9 0 132.5
35 16836.3 0 130.565
37 16434 0 129.59
39 16026.4 0 127.564
41 15482.1 0 125.149
43 15419 0 124.95
45 15349 0 124.702
47 15076.2 0 123.543
49 14684.1 0 121.907
51 14762.6 0 122.248
53 14247.3 0 120.073
55 14262.8 0 120.059
57 14232.9 0 120.025
