# x y ex ey
1 12325.5 0 111.64
3 12151.6 0 110.822
5 12268 0 111.389
7 12444.9 0 112.125
9 12343.6 0 111.74
11 12454.6 0 112.181
13 12622.1 0 113.569
15 12077.8 0 110.443
17 3312.4 0 57.6265
19 1293.12 0 35.9618
21 1205.09 0 34.817
23 1174.53 0 34.3672
25 1193.14 0 34.6456
27 1164.47 0 34.2196
29 1033.7 0 32.1309
31 1012.75 0 31.8197
33 910.735 0 30.2405
35 884.613 0 29.8203
37 617.072 0 24.903
39 471.881 0 21.7662
41 133.592 0 11.5839
43 132.329 0 11.5177
45 100.402 0 10.0402
47 124.603 0 11.1896
49 101.511 0 10.1007
51 106.394 0 10.3339
53 95.5389 0 9.80209
55 92.3886 0 9.63218
57 71.3652 0 8.46949
