# x y ex ey
1 127261 0 369.059
3 127218 0 368.84
5 128441 0 370.582
7 128015 0 369.911
9 126381 0 367.345
11 126452 0 367.096
13 127011 0 368.256
15 120246 0 357.948
17 36134.4 0 192.24
19 85262.9 0 298.841
21 15340.9 0 124.682
23 13390.8 0 116.288
25 12948.3 0 114.444
27 12893.6 0 114.224
29 12285.6 0 111.429
31 11754.5 0 108.969
33 10830.3 0 104.735
35 9889.65 0 99.9311
37 8984.55 0 95.2467
39 7580.36 0 87.4256
41 3656.1 0 60.6659
43 3477.13 0 59.371
45 1575.86 0 39.771
47 1453.95 0 38.2222
49 1294.39 0 35.9831
