# x y ex ey
1 148490 0 400.391
3 147525 0 399.059
5 138446 0 384.168
7 90202.2 0 308.119
9 35351.3 0 190.118
11 20048.3 0 142.553
13 12626.7 0 113.004
15 8704.98 0 93.7756
17 6202.84 0 79.0122
19 4618.17 0 68.195
21 2690.97 0 52.0097
23 1703.75 0 41.3952
25 993.829 0 31.6019
27 575.617 0 24.0258
29 374.898 0 19.4115
31 211.312 0 14.5819
33 170.228 0 13.0945
35 112.44 0 10.6245
37 83.3074 0 9.14417
39 55.2313 0 7.44738
41 23.0892 0 4.81444
43 24.1055 0 4.92052
45 13.0584 0 3.62175
47 6.0257 0 2.45998
49 4.99726 0 2.23484
51 3.01347 0 1.73983
53 3.01068 0 1.73822
55 1.00376 0 1.00376
57 1.00511 0 1.00511
