# x y ex ey
1 1.62193e+06 0 1719.37
3 1.51849e+06 0 1638.53
5 578132 0 865.481
7 261640 0 545.212
9 152452 0 406.322
11 106510 0 335.895
13 66938.8 0 264.7
15 33473.9 0 184.84
17 16617.7 0 129.138
19 8784.21 0 93.784
21 5231.82 0 72.5733
23 3481.29 0 59.1922
25 1676.57 0 41.0634
27 928.814 0 30.5723
29 460.872 0 21.5351
31 314.317 0 17.852
33 193.039 0 13.9314
35 91.6766 0 9.61032
37 62.2737 0 7.90877
39 29.1096 0 5.40552
41 13.1219 0 3.63935
43 15.1187 0 3.90364
45 4.04291 0 2.02145
47 2.00939 0 1.42085
49 3.01223 0 1.73911
51 0 0 0
53 1.0049 0 1.0049
55 0 0 0
57 0 0 0
