# x y ex ey
1 196325 0 465.245
3 196136 0 465.024
5 179504 0 443.594
7 52621.3 0 232.972
9 26630.6 0 164.606
11 16785.5 0 130.474
13 9917.22 0 100.153
15 6312.08 0 79.6703
17 2836.37 0 53.4974
19 1724.36 0 41.6022
21 874.376 0 29.6441
23 443.259 0 21.1076
25 299.474 0 17.3481
27 185.867 0 13.6652
29 89.4126 0 9.47771
31 50.236 0 7.10444
33 31.1428 0 5.59341
35 20.2294 0 4.52342
37 5.0271 0 2.24819
39 12.0576 0 3.48074
41 5.00187 0 2.2369
43 0 0 0
45 0 0 0
47 1.0048 0 1.0048
49 1.00356 0 1.00356
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
