# x y ex ey
1 82522.4 0 293.957
3 82152.8 0 293.272
5 82096.8 0 293.093
7 82220 0 293.336
9 82257.5 0 292.639
11 81821 0 292.505
13 81436.9 0 291.836
15 81692.6 0 292.297
17 75511.1 0 280.329
19 15892.5 0 126.921
21 9018.35 0 95.4069
23 8792.91 0 94.1725
25 8854.16 0 94.4286
27 8745.79 0 93.8079
29 8591.73 0 93.1466
31 8186.46 0 90.8766
33 7589.6 0 87.4566
35 6947.55 0 83.572
37 6560.34 0 81.3272
39 6017.66 0 77.7007
41 5601.02 0 75.1359
43 3894.78 0 62.535
45 1858.49 0 43.2558
47 1171.35 0 34.333
49 1055.05 0 32.5596
51 973.922 0 31.2869
53 925.013 0 30.4143
55 880.219 0 29.7568
57 864.321 0 29.4731
