# x y ex ey
1 625308 0 907.784
3 621553 0 904.5
5 621647 0 904.492
7 623232 0 906.151
9 622365 0 905.464
11 620161 0 904.037
13 620935 0 903.758
15 621721 0 904.93
17 620966 0 904.158
19 591147 0 876.788
21 351825 0 643.524
23 83362.8 0 295.312
25 61656.8 0 252.632
27 52542.7 0 232.782
29 49995.1 0 226.974
31 46728.4 0 219.011
33 45712.5 0 216.63
35 44186.4 0 213.046
37 42816.8 0 209.929
39 41476.9 0 206.263
41 40193.9 0 202.953
43 38074.7 0 197.387
45 35046.9 0 189.255
47 24438.6 0 157.714
49 10489 0 102.967
51 6056.83 0 78.1542
53 4928.08 0 70.4515
55 4511.96 0 67.3802
57 4212.71 0 65.2605
