# x y ex ey
1 16177.4 0 128.01
3 15941.9 0 127.028
5 16023 0 127.379
7 16190.6 0 128.082
9 16177.4 0 127.46
11 16017 0 127.388
13 15983.2 0 127.621
15 15996.2 0 127.207
17 15948 0 126.727
19 15899.3 0 126.903
21 15541.6 0 125.294
23 13674.7 0 117.619
25 3476.89 0 59.1517
27 1520.27 0 39.0327
29 1009.46 0 31.8742
31 868.901 0 29.5435
33 662.584 0 25.7326
35 610.349 0 24.7733
37 633.446 0 25.2171
39 602.936 0 24.6148
41 593.396 0 24.3679
43 631.147 0 25.1855
45 619.706 0 24.9484
47 586.27 0 24.2808
49 620.949 0 24.958
51 567.592 0 23.8577
53 528.093 0 23.0478
55 504.309 0 22.5309
57 244.346 0 15.6426
