# x y ex ey
1 639698 0 921.062
3 640916 0 922.009
5 638153 0 919.065
7 641250 0 921.549
9 597246 0 885.987
11 299570 0 589.207
13 65574.3 0 260.581
15 48396.7 0 223.126
17 29567.9 0 173.599
19 25218.3 0 160.25
21 21207.6 0 146.741
23 19364.9 0 140.23
25 15701.5 0 126.117
27 10120 0 101.094
29 3404.27 0 58.5206
31 2048.49 0 45.399
33 1314.62 0 36.377
35 1071.11 0 32.837
37 780.529 0 28.2942
39 632.276 0 25.1705
41 496.953 0 22.359
43 380.734 0 19.557
45 248.267 0 15.7968
47 131.705 0 11.5071
49 74.7964 0 8.69491
51 66.7032 0 8.21059
53 31.0788 0 5.58193
55 34.1672 0 5.85963
57 19.0796 0 4.37715
