# x y ex ey
1 10033.6 0 100.618
3 9921.08 0 100.08
5 10098.7 0 100.987
7 10099.3 0 100.907
9 10090.7 0 100.968
11 10060.7 0 100.697
13 10010.3 0 100.527
15 10015.3 0 100.515
17 10205.3 0 101.521
19 10085.3 0 100.883
21 10130.4 0 101.188
23 9503.74 0 97.6916
25 6122.07 0 78.5592
27 5474.54 0 74.2383
29 1369.31 0 37.117
31 885.801 0 29.8434
33 684.713 0 26.2382
35 660.959 0 25.8455
37 595.068 0 24.4159
39 622.291 0 25.012
41 576.979 0 24.0827
43 623.682 0 25.0477
45 603.909 0 24.6957
47 563.502 0 23.7911
49 600.431 0 24.5535
51 588.04 0 24.3125
53 574.436 0 24.0184
55 624.454 0 25.0787
57 550.837 0 23.5306
