# x y ex ey
1 498142 0 790.9
3 497353 0 790.066
5 493350 0 786.007
7 489008 0 781.778
9 325486 0 615.933
11 46267 0 218.093
13 31334.3 0 178.686
15 25254.7 0 160.325
17 16826.4 0 130.519
19 13550.8 0 117.039
21 11348.3 0 107.241
23 11035.9 0 105.285
25 7133.37 0 84.7471
27 1837.01 0 42.9894
29 1090.91 0 33.1188
31 886.442 0 29.848
33 573.491 0 23.9998
35 399.148 0 20.0327
37 318.309 0 17.878
39 288.033 0 17.0021
41 166.707 0 12.939
43 76.0276 0 8.77891
45 47.178 0 6.88163
47 35.1721 0 5.94518
49 20.1044 0 4.49549
51 12.985 0 3.60138
53 9.03764 0 3.01255
