# x y ex ey
1 15970.2 0 127.128
3 16231.4 0 128.284
5 16183.3 0 128.112
7 16003 0 127.345
9 4538.28 0 67.6152
11 2364.89 0 48.7529
13 982.764 0 31.4093
15 660.506 0 25.7688
17 370.61 0 19.2932
19 319.445 0 17.9136
21 280.205 0 16.7754
23 177.848 0 13.4058
25 48.083 0 6.94019
27 38.1359 0 6.18647
29 17.0993 0 4.14719
31 13.0651 0 3.62362
33 9.04974 0 3.01658
35 7.97604 0 2.81996
37 4.01961 0 2.00981
39 1.0049 0 1.0049
41 0 0 0
43 1.00438 0 1.00438
45 1.0049 0 1.0049
47 2.01063 0 1.42173
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
