# x y ex ey
1 21961.4 0 149.401
3 21660.6 0 148.37
5 21881.8 0 149.111
7 21620.2 0 148.139
9 20357.5 0 143.77
11 2483.33 0 49.927
13 1344.59 0 36.7727
15 803.652 0 28.4312
17 550.652 0 23.5013
19 467.196 0 21.6657
21 421.67 0 20.5754
23 385.084 0 19.6513
25 238.532 0 15.4617
27 67.3725 0 8.29298
29 54.1992 0 7.37557
31 29.1126 0 5.40607
33 23.0869 0 4.81394
35 10.0418 0 3.1755
37 17.0309 0 4.1306
39 9.1249 0 3.04163
41 4.9988 0 2.23553
43 4.04584 0 2.02292
45 3.01409 0 1.74018
47 1.00531 0 1.00531
49 2.00156 0 1.41532
51 0 0 0
53 0 0 0
55 0 0 0
57 1.00407 0 1.00407
