# x y ex ey
1 677955 0 955.198
3 673161 0 950.766
5 674153 0 951.056
7 675345 0 952.549
9 677285 0 954.361
11 676688 0 953.687
13 675591 0 950.716
15 675052 0 951.557
17 675971 0 953.642
19 666321 0 944.518
21 514460 0 805.541
23 318924 0 610.685
25 91999.1 0 311.838
27 91030.1 0 308.955
29 70867.5 0 270.769
31 64651.5 0 258.962
33 60170.3 0 249.542
35 57269.9 0 243.345
37 54845.9 0 237.901
39 53803.4 0 235.545
41 52183.1 0 231.975
43 50050.1 0 227.137
45 48523.7 0 223.46
47 47567.4 0 221.275
49 45588.1 0 216.417
51 41725.7 0 207.043
53 33136.4 0 183.994
55 21516 0 147.839
57 10002.4 0 100.544
