# x y ex ey
1 543450 0 833.027
3 544260 0 833.866
5 524032 0 814.756
7 282334 0 569.682
9 35461.8 0 190.371
11 23006.3 0 152.772
13 16076.7 0 127.529
15 14083.1 0 119.387
17 10577.2 0 103.385
19 5635.94 0 75.3471
21 1438.84 0 38.0758
23 868.809 0 29.4047
25 927.087 0 30.5486
27 574.85 0 24.0357
29 419.618 0 20.5242
31 373.767 0 19.4312
33 210.133 0 14.5352
35 114.271 0 10.7025
37 30.1723 0 5.50869
39 39.2727 0 6.28867
41 12.049 0 3.47824
43 9.02094 0 3.00698
45 12.023 0 3.47074
47 4.00806 0 2.00403
49 3.01471 0 1.74054
51 1.00511 0 1.00511
53 0 0 0
55 1.00418 0 1.00418
