# x y ex ey
1 599083 0 884.141
3 596207 0 881.891
5 593356 0 879.251
7 595934 0 881.371
9 597664 0 882.398
11 595790 0 880.787
13 594776 0 879.639
15 595405 0 880.663
17 592720 0 878.446
19 595188 0 880.964
21 593276 0 878.636
23 547956 0 836.913
25 159854 0 417.171
27 67235 0 264.265
29 55370.3 0 239.029
31 49288.5 0 225.372
33 47202.7 0 220.371
35 44937.3 0 214.91
37 43727.2 0 211.814
39 42476.1 0 208.698
41 42121 0 207.891
43 41241.7 0 205.465
45 40364.7 0 203.665
47 38772.2 0 199.354
49 37817.2 0 196.757
51 36906.3 0 194.389
53 34581.2 0 187.952
55 30945.2 0 177.784
