# x y ex ey
1 4949.32 0 70.6253
3 4968.5 0 70.7551
5 4897.28 0 70.0756
7 4980.6 0 70.8341
9 4675.7 0 68.6195
11 630.077 0 25.1628
13 277.191 0 16.685
15 175.728 0 13.2838
17 103.489 0 10.1971
19 94.4263 0 9.73933
21 87.4122 0 9.37157
23 69.2906 0 8.34161
25 34.1883 0 5.86325
27 27.1439 0 5.22384
29 7.04085 0 2.66119
31 4.03748 0 2.01874
33 4.01878 0 2.00939
35 2.01063 0 1.42173
37 3.01192 0 1.73893
39 4.01713 0 2.00857
41 1.00438 0 1.00438
43 0 0 0
45 0 0 0
47 0 0 0
49 0 0 0
51 0 0 0
53 0 0 0
55 0 0 0
57 0 0 0
