# x y ex ey
1 297710 0 585.779
3 296167 0 584.513
5 295941 0 584.321
7 295392 0 583.349
9 294887 0 583.266
11 294353 0 582.281
13 295005 0 583.277
15 245683 0 526.567
17 47394.7 0 220.773
19 18768.6 0 138.019
21 17330.8 0 132.451
23 15700.3 0 126.035
25 14233.6 0 119.831
27 13059.9 0 115.004
29 12601 0 112.842
31 12253.8 0 111.324
33 10589.4 0 103.376
35 4657 0 68.4853
37 1872.6 0 43.4199
39 1014.71 0 31.9603
41 975.827 0 31.3967
43 918.428 0 30.3789
45 846.397 0 29.1688
47 841.855 0 29.0814
49 753.956 0 27.5123
51 660.574 0 25.7714
53 696.066 0 26.4413
55 563.251 0 23.8017
