# x y ex ey
1 77066.8 0 283.512
3 76693.3 0 282.828
5 76538.4 0 282.532
7 76710.8 0 283.797
9 76757.1 0 282.11
11 76748 0 282.947
13 77336 0 284.083
15 74746.5 0 279.113
17 49477 0 225.697
19 15542.8 0 125.435
21 4486.29 0 67.1844
23 4181.79 0 64.8828
25 3966.13 0 63.1776
27 3921.16 0 62.8533
29 3833.25 0 62.1018
31 3551.86 0 59.7902
33 3608.43 0 60.2157
35 3658.62 0 60.6744
37 3296.8 0 57.5998
39 2638.25 0 51.5129
41 1785.3 0 42.3991
43 840.71 0 29.0765
45 328.69 0 18.1766
47 295.515 0 17.2348
49 282.475 0 16.8511
51 270.132 0 16.4703
53 289.513 0 17.0597
55 251.873 0 15.8981
