# x y ex ey
1 254545 0 537.008
3 253390 0 535.679
5 254719 0 537.434
7 256784 0 539.66
9 260376 0 543.63
11 261835 0 545.72
13 230838 0 508.589
15 85278.1 0 298.823
17 19973.8 0 142.344
19 28573.2 0 170.551
21 18698.1 0 137.2
23 17375.4 0 132.691
25 16245.9 0 128.243
27 16197.9 0 128.296
29 15383 0 124.822
31 14739.2 0 122.137
33 13886.4 0 118.545
35 12983 0 114.563
37 9195.41 0 96.3729
39 3882.21 0 62.5269
41 1526.86 0 39.1373
43 1444.79 0 38.1132
45 1320.82 0 36.3544
47 1250.49 0 35.4545
49 1216.92 0 34.9697
