# x y ex ey
1 9536.57 0 98.1224
3 9111.78 0 95.9613
5 3112.26 0 55.9792
7 1841.86 0 43.0439
9 1749.59 0 41.9553
11 1642.18 0 40.6376
13 1047.37 0 32.4307
15 421.67 0 20.5754
17 435.818 0 20.9199
19 371.959 0 19.3372
21 342.783 0 18.5356
23 277.505 0 16.7039
25 149.849 0 12.2761
27 117.399 0 10.8535
29 97.2699 0 9.87626
31 84.6766 0 9.23898
33 88.3443 0 9.41753
35 40.1886 0 6.35437
37 30.1382 0 5.50245
39 22.0944 0 4.71055
41 23.1273 0 4.82237
43 23.0845 0 4.81345
45 10.0202 0 3.16866
47 12.0663 0 3.48325
49 6.0257 0 2.45998
51 8.04007 0 2.84259
53 7.03505 0 2.659
55 8.0285 0 2.8385
