# x y ex ey
1 8241.16 0 91.1809
3 8121.99 0 90.5073
5 8177.35 0 90.8258
7 8113.92 0 90.4342
9 7923.8 0 89.4332
11 3576.43 0 60.0001
13 2863.38 0 53.702
15 2858.54 0 53.6207
17 2827.87 0 53.3181
19 2899.43 0 54.0089
21 2809.35 0 53.1867
23 2887.16 0 53.8832
25 2869.08 0 53.7334
27 2061.54 0 45.5763
29 1474.02 0 38.5111
31 1213.28 0 34.9226
33 1181.89 0 34.4499
35 1187.76 0 34.5479
37 1223.2 0 35.0059
39 1154.29 0 34.0678
41 1235.79 0 35.2507
43 1193.03 0 34.5552
45 1027.96 0 32.1238
47 635.626 0 25.2838
49 588.985 0 24.3307
51 623.276 0 25.0112
53 569.941 0 23.9353
55 545.473 0 23.4085
